year,agency_group,agency_name,agency_num,total_final_levy,major_type,minor_type,cty_total_eav,av,triad_name,agency_count,reassess_year,home_rule_ind,flag_drop,bundled,uniqueid,first2_dig,type,assess_year_av,est_value,r
2019,Arlington Heights Park District,ARLINGTON HEIGHTS PARK DISTRICT,050020000,14736958,MISCELLANEOUS,PARK,3224717286.6520786,1105870125.7380242,North,1,1,0,NA,0,Arlington Heights Park District_0_0,05,Other,1105870125.7380242,1105870125.7380242,0.03201405766411747
2020,Arlington Heights Park District,ARLINGTON HEIGHTS PARK DISTRICT,050020000,15218181,MISCELLANEOUS,PARK,3244814712.153518,1006643516.8311467,North,1,0,0,NA,0,Arlington Heights Park District_0_0,05,Other,1105870125.7380242,1141273515.7124262,0.03201405766411747
2021,Arlington Heights Park District,ARLINGTON HEIGHTS PARK DISTRICT,050020000,15614527,MISCELLANEOUS,PARK,2997030134.3570056,998111744.2158743,North,1,0,0,NA,0,Arlington Heights Park District_0_0,05,Other,1105870125.7380242,1177810311.8549738,0.03201405766411747
2022,Arlington Heights Park District,ARLINGTON HEIGHTS PARK DISTRICT,050020000,16489662,MISCELLANEOUS,PARK,3553806465.5172415,1215516799.096091,North,1,1,0,NA,0,Arlington Heights Park District_0_0,05,Other,1215516799.096091,1215516799.096091,0.03201405766411747
2023,Arlington Heights Park District,ARLINGTON HEIGHTS PARK DISTRICT,050020000,17544752,MISCELLANEOUS,PARK,3647557588.3575883,1209282096.7269795,North,1,0,0,NA,0,Arlington Heights Park District_0_0,05,Other,1215516799.096091,1254430423.9940567,0.03201405766411747
2006,Arlington Heights Township High School 214,ARLINGTON HEIGHTS TOWNSHIP HIGH SCHOOL 214,042150000,170089071,SCHOOL,SECONDARY,9330173944.048273,3445920351.6207247,North,1,0,0,NA,0,Arlington Heights Township High School 214_0_0,04,School,NA,NA,NA
2007,Arlington Heights Township High School 214,ARLINGTON HEIGHTS TOWNSHIP HIGH SCHOOL 214,042150000,175769291,SCHOOL,SECONDARY,10843262862.4306,3812814396.5788527,North,1,1,0,NA,0,Arlington Heights Township High School 214_0_0,04,School,3812814396.5788527,3812814396.5788527,-0.06148207932167127
2008,Arlington Heights Township High School 214,ARLINGTON HEIGHTS TOWNSHIP HIGH SCHOOL 214,042150000,181097369,SCHOOL,SECONDARY,11411302394.454947,3831095949.256344,North,1,0,0,NA,0,Arlington Heights Township High School 214_0_0,04,School,3812814396.5788527,3578394639.4095817,-0.06148207932167127
2009,Arlington Heights Township High School 214,ARLINGTON HEIGHTS TOWNSHIP HIGH SCHOOL 214,042150000,185621636,SCHOOL,SECONDARY,11346065770.17115,3366685193.3684907,North,1,0,0,NA,0,Arlington Heights Township High School 214_0_0,04,School,3812814396.5788527,3358387496.3451586,-0.06148207932167127
2010,Arlington Heights Township High School 214,ARLINGTON HEIGHTS TOWNSHIP HIGH SCHOOL 214,042150000,191279771,SCHOOL,SECONDARY,10401292604.676455,3151906849.901956,North,1,1,0,NA,0,Arlington Heights Township High School 214_0_0,04,School,3151906849.901956,3151906849.901956,-0.04004194474407652
2011,Arlington Heights Township High School 214,ARLINGTON HEIGHTS TOWNSHIP HIGH SCHOOL 214,042150000,194676542,SCHOOL,SECONDARY,9418313594.581518,3170508851.606247,North,1,0,0,NA,0,Arlington Heights Township High School 214_0_0,04,School,3151906849.901956,3025698369.979706,-0.04004194474407652
2012,Arlington Heights Township High School 214,ARLINGTON HEIGHTS TOWNSHIP HIGH SCHOOL 214,042150000,201107855,SCHOOL,SECONDARY,8653522160.068848,3084374878.8383403,North,1,0,0,NA,0,Arlington Heights Township High School 214_0_0,04,School,3151906849.901956,2904543523.036736,-0.04004194474407652
2013,Arlington Heights Township High School 214,ARLINGTON HEIGHTS TOWNSHIP HIGH SCHOOL 214,042150000,205449414,SCHOOL,SECONDARY,7422573575.634958,2788239951.7805333,North,1,1,0,NA,0,Arlington Heights Township High School 214_0_0,04,School,2788239951.7805333,2788239951.7805333,0.03004880940255994
2014,Arlington Heights Township High School 214,ARLINGTON HEIGHTS TOWNSHIP HIGH SCHOOL 214,042150000,209528716,SCHOOL,SECONDARY,7547864409.221903,2769553593.8142233,North,1,0,0,NA,0,Arlington Heights Township High School 214_0_0,04,School,2788239951.7805333,2872023242.6601896,0.03004880940255994
2015,Arlington Heights Township High School 214,ARLINGTON HEIGHTS TOWNSHIP HIGH SCHOOL 214,042150000,212128300,SCHOOL,SECONDARY,7363009371.745922,2759231542.7191014,North,1,0,0,NA,0,Arlington Heights Township High School 214_0_0,04,School,2788239951.7805333,2958324121.678608,0.03004880940255994
2016,Arlington Heights Township High School 214,ARLINGTON HEIGHTS TOWNSHIP HIGH SCHOOL 214,042150000,215855384,SCHOOL,SECONDARY,8541962168.579343,3047218239.361923,North,1,1,0,NA,0,Arlington Heights Township High School 214_0_0,04,School,3047218239.361923,3047218239.361923,0.04042602945159435
2017,Arlington Heights Township High School 214,ARLINGTON HEIGHTS TOWNSHIP HIGH SCHOOL 214,042150000,221616637,SCHOOL,SECONDARY,8646766952.7897,2918542867.2459917,North,1,0,0,NA,0,Arlington Heights Township High School 214_0_0,04,School,3047218239.361923,3170405173.651804,0.04042602945159435
2018,Arlington Heights Township High School 214,ARLINGTON HEIGHTS TOWNSHIP HIGH SCHOOL 214,042150000,228444736,SCHOOL,SECONDARY,8559188310.228549,2940392425.1017036,North,1,0,0,NA,0,Arlington Heights Township High School 214_0_0,04,School,3047218239.361923,3298572066.575339,0.04042602945159435
2019,Arlington Heights Township High School 214,ARLINGTON HEIGHTS TOWNSHIP HIGH SCHOOL 214,042150000,235776215,SCHOOL,SECONDARY,10007479414.261461,3431920238.0869207,North,1,1,0,NA,0,Arlington Heights Township High School 214_0_0,04,School,3431920238.0869207,3431920238.0869207,0.036983446577056656
2020,Arlington Heights Township High School 214,ARLINGTON HEIGHTS TOWNSHIP HIGH SCHOOL 214,042150000,243132673,SCHOOL,SECONDARY,10207081150.29387,3166557408.41778,North,1,0,0,NA,0,Arlington Heights Township High School 214_0_0,04,School,3431920238.0869207,3558844476.868928,0.036983446577056656
2021,Arlington Heights Township High School 214,ARLINGTON HEIGHTS TOWNSHIP HIGH SCHOOL 214,042150000,251904377,SCHOOL,SECONDARY,9455870007.507507,3149122458.9561086,North,1,0,0,NA,0,Arlington Heights Township High School 214_0_0,04,School,3431920238.0869207,3690462811.455263,0.036983446577056656
2022,Arlington Heights Township High School 214,ARLINGTON HEIGHTS TOWNSHIP HIGH SCHOOL 214,042150000,263161760,SCHOOL,SECONDARY,11188850340.136055,3826948845.6873326,North,1,1,0,NA,0,Arlington Heights Township High School 214_0_0,04,School,3826948845.6873326,3826948845.6873326,0.036983446577056656
2023,Arlington Heights Township High School 214,ARLINGTON HEIGHTS TOWNSHIP HIGH SCHOOL 214,042150000,280778079,SCHOOL,SECONDARY,11483766012.26994,3807236021.7053804,North,1,0,0,NA,0,Arlington Heights Township High School 214_0_0,04,School,3826948845.6873326,3968482603.874939,0.036983446577056656
2006,Barrington Public Library District,BARRINGTON PUBLIC LIBRARY DISTRICT,060030000,2351432,MISCELLANEOUS,LIBRARY,1306351111.1111112,483391915.34938693,North,1,0,0,NA,0,Barrington Public Library District_0_0,06,Other,NA,NA,NA
2007,Barrington Public Library District,BARRINGTON PUBLIC LIBRARY DISTRICT,060030000,2567728,MISCELLANEOUS,LIBRARY,1546824096.3855422,545895568.4095783,North,1,1,0,NA,0,Barrington Public Library District_0_0,06,Other,545895568.4095783,545895568.4095783,-0.022862695705721747
2008,Barrington Public Library District,BARRINGTON PUBLIC LIBRARY DISTRICT,060030000,2669546,MISCELLANEOUS,LIBRARY,1700347770.7006369,571058706.4392668,North,1,0,0,NA,0,Barrington Public Library District_0_0,06,Other,545895568.4095783,533414924.14192814,-0.022862695705721747
2009,Barrington Public Library District,BARRINGTON PUBLIC LIBRARY DISTRICT,060030000,2741646,MISCELLANEOUS,LIBRARY,1746271337.5796177,518737802.73582387,North,1,0,0,NA,0,Barrington Public Library District_0_0,06,Other,545895568.4095783,521219621.0463806,-0.022862695705721747
2010,Barrington Public Library District,BARRINGTON PUBLIC LIBRARY DISTRICT,060030000,2893356,MISCELLANEOUS,LIBRARY,1682183720.9302325,509303135.4545455,North,1,1,0,NA,0,Barrington Public Library District_0_0,06,Other,509303135.4545455,509303135.4545455,-0.02637066427452417
2011,Barrington Public Library District,BARRINGTON PUBLIC LIBRARY DISTRICT,060030000,2922379,MISCELLANEOUS,LIBRARY,1498655897.4358974,504886565.6769676,North,1,0,0,NA,0,Barrington Public Library District_0_0,06,Other,509303135.4545455,495872473.45551115,-0.02637066427452417
2012,Barrington Public Library District,BARRINGTON PUBLIC LIBRARY DISTRICT,060030000,3074878,MISCELLANEOUS,LIBRARY,1378869058.295964,492999807.5278015,North,1,0,0,NA,0,Barrington Public Library District_0_0,06,Other,509303135.4545455,482795986.935038,-0.02637066427452417
2013,Barrington Public Library District,BARRINGTON PUBLIC LIBRARY DISTRICT,060030000,3095270,MISCELLANEOUS,LIBRARY,1251119644.3007278,470064336.05048645,North,1,1,0,NA,0,Barrington Public Library District_0_0,06,Other,470064336.05048645,470064336.05048645,0.030759654279129744
2014,Barrington Public Library District,BARRINGTON PUBLIC LIBRARY DISTRICT,060030000,3259060,MISCELLANEOUS,LIBRARY,1263201550.3875968,463554293.4722783,North,1,0,0,NA,0,Barrington Public Library District_0_0,06,Other,470064336.05048645,484523352.51634806,0.030759654279129744
2015,Barrington Public Library District,BARRINGTON PUBLIC LIBRARY DISTRICT,060030000,3292671,MISCELLANEOUS,LIBRARY,1237846240.6015038,463971476.4849166,North,1,0,0,NA,0,Barrington Public Library District_0_0,06,Other,470064336.05048645,499427123.3299158,0.030759654279129744
2016,Barrington Public Library District,BARRINGTON PUBLIC LIBRARY DISTRICT,060030000,3327637,MISCELLANEOUS,LIBRARY,1440535497.8354979,514789328.9811644,North,1,1,0,NA,0,Barrington Public Library District_0_0,06,Other,514789328.9811644,514789328.9811644,0.0025995708134647355
2017,Barrington Public Library District,BARRINGTON PUBLIC LIBRARY DISTRICT,060030000,3437556,MISCELLANEOUS,LIBRARY,1494589565.2173913,506845211.8000473,North,1,0,0,NA,0,Barrington Public Library District_0_0,06,Other,514789328.9811644,516127560.2958669,0.0025995708134647355
2018,Barrington Public Library District,BARRINGTON PUBLIC LIBRARY DISTRICT,060030000,3610419,MISCELLANEOUS,LIBRARY,1455814112.903226,501533913.56625104,North,1,0,0,NA,0,Barrington Public Library District_0_0,06,Other,514789328.9811644,517469270.4376368,0.0025995708134647355
2019,Barrington Public Library District,BARRINGTON PUBLIC LIBRARY DISTRICT,060030000,3679090,MISCELLANEOUS,LIBRARY,1507823770.4918034,518814468.44993144,North,1,1,0,NA,0,Barrington Public Library District_0_0,06,Other,518814468.44993144,518814468.44993144,0.04323762202470571
2020,Barrington Public Library District,BARRINGTON PUBLIC LIBRARY DISTRICT,060030000,3766519,MISCELLANEOUS,LIBRARY,1488742687.7470355,462901140.7209779,North,1,0,0,NA,0,Barrington Public Library District_0_0,06,Other,518814468.44993144,541246772.3377181,0.04323762202470571
2021,Barrington Public Library District,BARRINGTON PUBLIC LIBRARY DISTRICT,060030000,4088900,MISCELLANEOUS,LIBRARY,1520037174.7211895,507184322.44313455,North,1,0,0,NA,0,Barrington Public Library District_0_0,06,Other,518814468.44993144,564648995.7021483,0.04323762202470571
2022,Barrington Public Library District,BARRINGTON PUBLIC LIBRARY DISTRICT,060030000,4285822,MISCELLANEOUS,LIBRARY,1721213654.6184738,589063075.5549475,North,1,1,0,NA,0,Barrington Public Library District_0_0,06,Other,589063075.5549475,589063075.5549475,0.04323762202470571
2023,Barrington Public Library District,BARRINGTON PUBLIC LIBRARY DISTRICT,060030000,4415904,MISCELLANEOUS,LIBRARY,1795082926.8292682,595209240.4601663,North,1,0,0,NA,0,Barrington Public Library District_0_0,06,Other,589063075.5549475,614532762.164503,0.04323762202470571
2006,Barrington Township,TOWN BARRINGTON,020010000,342990,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",1311454453,484360486.4086276,North,3,0,0,NA,1,Barrington Township_0_1,02,Township,NA,NA,NA
2007,Barrington Township,TOWN BARRINGTON,020010000,342990,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",1555482573,546954032.4905939,North,3,1,0,NA,1,Barrington Township_0_1,02,Township,546954032.4905939,546954032.4905939,-0.02838888944060014
2008,Barrington Township,TOWN BARRINGTON,020010000,342990,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",1702759256,571664290.6063251,North,3,0,0,NA,1,Barrington Township_0_1,02,Township,546954032.4905939,531426614.933128,-0.02838888944060014
2009,Barrington Township,TOWN BARRINGTON,020010000,358440,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",1700839943,504685303.996914,North,3,0,0,NA,1,Barrington Township_0_1,02,Township,546954032.4905939,516340003.515999,-0.02838888944060014
2010,Barrington Township,TOWN BARRINGTON,020010000,367710,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",1655549558,501681684.24242425,North,3,1,0,NA,1,Barrington Township_0_1,02,Township,501681684.24242425,501681684.24242425,-0.028027453702372696
2011,Barrington Township,TOWN BARRINGTON,020010000,367710,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",1460541274,491665412.37460446,North,3,0,0,NA,1,Barrington Township_0_1,02,Township,501681684.24242425,487620824.06399137,-0.028027453702372696
2012,Barrington Township,TOWN BARRINGTON,020010000,375950,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",1348756849,480737399.84317076,North,3,0,0,NA,1,Barrington Township_0_1,02,Township,501681684.24242425,473954053.99322504,-0.028027453702372696
2013,Barrington Township,TOWN BARRINGTON,020010000,382336,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",1226350482,460670328.68787795,North,3,1,0,NA,1,Barrington Township_0_1,02,Township,460670328.68787795,460670328.68787795,0.017428704316470256
2014,Barrington Township,TOWN BARRINGTON,020010000,388001,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",1232243022,452149496.202253,North,3,0,0,NA,1,Barrington Township_0_1,02,Township,460670328.68787795,468699215.6339501,0.017428704316470256
2015,Barrington Township,TOWN BARRINGTON,020010000,395726,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",1208070428,452715168.8214353,North,3,0,0,NA,1,Barrington Township_0_1,02,Township,460670328.68787795,476868035.67659575,0.017428704316470256
2016,Barrington Township,TOWN BARRINGTON,020010000,403554,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",1360054411,485179227.668379,North,3,1,0,NA,1,Barrington Township_0_1,02,Township,485179227.668379,485179227.668379,-7.845031681692483e-4
2017,Barrington Township,TOWN BARRINGTON,020010000,426004,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",1398543865,472050448.91484123,North,3,0,0,NA,1,Barrington Township_0_1,02,Township,485179227.668379,484798603.02714324,-7.845031681692483e-4
2018,Barrington Township,TOWN BARRINGTON,020010000,426004,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",1359822548,467148492.90597415,North,3,0,0,NA,1,Barrington Township_0_1,02,Township,485179227.668379,484418276.9871444,-7.845031681692483e-4
2019,Barrington Township,TOWN BARRINGTON,020010000,449742,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",1411455535,484038249.31412894,North,3,1,0,NA,1,Barrington Township_0_1,02,Township,484038249.31412894,484038249.31412894,0.0480007871951631
2020,Barrington Township,TOWN BARRINGTON,020010000,463234,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",1399384325,434133003.97096235,North,3,0,0,NA,1,Barrington Township_0_1,02,Township,484038249.31412894,507272466.3137757,0.0480007871951631
2021,Barrington Township,TOWN BARRINGTON,020010000,495638,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",1450954740,483216684.98351485,North,3,0,0,NA,1,Barrington Township_0_1,02,Township,484038249.31412894,531621944.0192688,0.0480007871951631
2022,Barrington Township,TOWN BARRINGTON,020010000,530261,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",1628910849,557140215.8224168,North,3,1,0,NA,1,Barrington Township_0_1,02,Township,557140215.8224168,557140215.8224168,0.0480007871951631
2023,Barrington Township,TOWN BARRINGTON,020010000,538426,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",1698417416,563079738.7527765,North,3,0,0,NA,1,Barrington Township_0_1,02,Township,557140215.8224168,583883384.7599758,0.0480007871951631
2006,Bedford Park,VILLAGE OF BEDFORD PARK,030060000,9565736,MUNICIPALITY/TOWNSHIP,MUNI,453469610,167480281.43004876,South,1,0,1,NA,0,Bedford Park_1_0,03,Muni,NA,NA,NA
2007,Bedford Park,VILLAGE OF BEDFORD PARK,030060000,9764218,MUNICIPALITY/TOWNSHIP,MUNI,473957033,166657418.6856078,South,1,0,1,NA,0,Bedford Park_1_0,03,Muni,NA,NA,NA
2008,Bedford Park,VILLAGE OF BEDFORD PARK,030060000,9904641,MUNICIPALITY/TOWNSHIP,MUNI,523151290,175636638.01786074,South,1,1,1,NA,0,Bedford Park_1_0,03,Muni,175636638.01786074,175636638.01786074,-0.0985529448806497
2009,Bedford Park,VILLAGE OF BEDFORD PARK,030060000,10172084,MUNICIPALITY/TOWNSHIP,MUNI,486271946,144290064.38978073,South,1,0,1,NA,0,Bedford Park_1_0,03,Muni,175636638.01786074,158327130.1122639,-0.0985529448806497
2010,Bedford Park,VILLAGE OF BEDFORD PARK,030060000,10390063,MUNICIPALITY/TOWNSHIP,MUNI,443545937,134407859.69696972,South,1,0,1,NA,0,Bedford Park_1_0,03,Muni,175636638.01786074,142723525.1851985,-0.0985529448806497
2011,Bedford Park,VILLAGE OF BEDFORD PARK,030060000,10598058,MUNICIPALITY/TOWNSHIP,MUNI,382190568,128657701.4744496,South,1,1,1,NA,0,Bedford Park_1_0,03,Muni,128657701.4744496,128657701.4744496,-0.016449394752043323
2012,Bedford Park,VILLAGE OF BEDFORD PARK,030060000,10795595,MUNICIPALITY/TOWNSHIP,MUNI,357609797,127462858.92500712,South,1,0,1,NA,0,Bedford Park_1_0,03,Muni,128657701.4744496,126541360.15500584,-0.016449394752043323
2013,Bedford Park,VILLAGE OF BEDFORD PARK,030060000,11173101,MUNICIPALITY/TOWNSHIP,MUNI,330972349,124327541.79031591,South,1,0,1,NA,0,Bedford Park_1_0,03,Muni,128657701.4744496,124459831.36935566,-0.016449394752043323
2014,Bedford Park,VILLAGE OF BEDFORD PARK,030060000,11507962,MUNICIPALITY/TOWNSHIP,MUNI,333610902,122412542.47238837,South,1,1,1,NA,0,Bedford Park_1_0,03,Muni,122412542.47238837,122412542.47238837,0.022938130098896448
2015,Bedford Park,VILLAGE OF BEDFORD PARK,030060000,12025974,MUNICIPALITY/TOWNSHIP,MUNI,324126573,121463958.40359753,South,1,0,1,NA,0,Bedford Park_1_0,03,Muni,122412542.47238837,125220457.29735671,0.022938130098896448
2016,Bedford Park,VILLAGE OF BEDFORD PARK,030060000,12500676,MUNICIPALITY/TOWNSHIP,MUNI,343734377,122622137.91381279,South,1,0,1,NA,0,Bedford Park_1_0,03,Muni,122412542.47238837,128092780.43788679,0.022938130098896448
2017,Bedford Park,VILLAGE OF BEDFORD PARK,030060000,12979429,MUNICIPALITY/TOWNSHIP,MUNI,388205512,131030989.3003004,South,1,1,1,NA,0,Bedford Park_1_0,03,Muni,131030989.3003004,131030989.3003004,0.06205411151193818
2018,Bedford Park,VILLAGE OF BEDFORD PARK,030060000,13433578,MUNICIPALITY/TOWNSHIP,MUNI,387641831,133169064.89401904,South,1,0,1,NA,0,Bedford Park_1_0,03,Muni,131030989.3003004,139162000.9218608,0.06205411151193818
2019,Bedford Park,VILLAGE OF BEDFORD PARK,030060000,13964395,MUNICIPALITY/TOWNSHIP,MUNI,398088705,136518760.28806585,South,1,0,1,NA,0,Bedford Park_1_0,03,Muni,131030989.3003004,147797575.2452904,0.06205411151193818
2020,Bedford Park,VILLAGE OF BEDFORD PARK,030060000,14515954,MUNICIPALITY/TOWNSHIP,MUNI,505973947,156969022.46075574,South,1,1,1,NA,0,Bedford Park_1_0,03,Muni,156969022.46075574,156969022.46075574,0.11550848740729247
2021,Bedford Park,VILLAGE OF BEDFORD PARK,030060000,15089484,MUNICIPALITY/TOWNSHIP,MUNI,478052661,159207600.15985614,South,1,0,1,NA,0,Bedford Park_1_0,03,Muni,156969022.46075574,175100276.81499895,0.11550848740729247
2022,Bedford Park,VILLAGE OF BEDFORD PARK,030060000,15685280,MUNICIPALITY/TOWNSHIP,MUNI,467205836,159799512.94592467,South,1,0,1,NA,0,Bedford Park_1_0,03,Muni,156969022.46075574,195325844.93449768,0.11550848740729247
