agency_group,year,av,assess_year_av,av_true,rate_smooth,agency_name,agency_num,total_final_levy,major_type,minor_type,cty_total_eav,triad_name,agency_count,reassess_year,home_rule_ind,flag_drop,bundled,uniqueid,first2_dig,type
Western Springs,2007,219593947.0445515,NA,NA,NA,VILLAGE OF WESTERN SPRINGS,031300000,5128760,MUNICIPALITY/TOWNSHIP,"c(""MUNI"", ""LIBRARY"")",624503226,South,2,0,0,NA,1,Western Springs_0_1,03,Muni
Western Springs,2008,245771314.37588128,245771314.37588128,245771314.37588128,0,VILLAGE OF WESTERN SPRINGS,031300000,5510020,MUNICIPALITY/TOWNSHIP,"c(""MUNI"", ""LIBRARY"")",732054437,South,2,1,0,NA,1,Western Springs_0_1,03,Muni
Western Springs,2009,230424685.02418327,245771314.37588128,234770027.7137888,-0.044762289244493214,VILLAGE OF WESTERN SPRINGS,031300000,5974722,MUNICIPALITY/TOWNSHIP,"c(""MUNI"", ""LIBRARY"")",776554231,South,2,0,0,NA,1,Western Springs_0_1,03,Muni
Western Springs,2010,236758871.51515153,245771314.37588128,229455451.7597447,-0.06638635862598341,VILLAGE OF WESTERN SPRINGS,031300000,6240254,MUNICIPALITY/TOWNSHIP,"c(""MUNI"", ""LIBRARY"")",781304276,South,2,0,0,NA,1,Western Springs_0_1,03,Muni
Western Springs,2011,214222739.85053524,214222739.85053524,214222739.85053524,0,VILLAGE OF WESTERN SPRINGS,031300000,6488935,MUNICIPALITY/TOWNSHIP,"c(""MUNI"", ""LIBRARY"")",636370071,South,2,1,0,NA,1,Western Springs_0_1,03,Muni
Western Springs,2012,211883032.14998573,214222739.85053524,215598762.97323957,0.006423328931673522,VILLAGE OF WESTERN SPRINGS,031300000,6663537,MUNICIPALITY/TOWNSHIP,"c(""MUNI"", ""LIBRARY"")",594459035,South,2,0,0,NA,1,Western Springs_0_1,03,Muni
Western Springs,2013,211621105.8938432,214222739.85053524,216290085.48819003,0.009650449056422206,VILLAGE OF WESTERN SPRINGS,031300000,6805880,MUNICIPALITY/TOWNSHIP,"c(""MUNI"", ""LIBRARY"")",563356546,South,2,0,0,NA,1,Western Springs_0_1,03,Muni
Western Springs,2014,218377381.939603,218377381.939603,218377381.939603,0,VILLAGE OF WESTERN SPRINGS,031300000,6919284,MUNICIPALITY/TOWNSHIP,"c(""MUNI"", ""LIBRARY"")",595143879,South,2,1,0,NA,1,Western Springs_0_1,03,Muni
Western Springs,2015,219338522.01611394,218377381.939603,231419229.7538287,0.05972160531640003,VILLAGE OF WESTERN SPRINGS,031300000,7173458,MUNICIPALITY/TOWNSHIP,"c(""MUNI"", ""LIBRARY"")",585304846,South,2,0,0,NA,1,Western Springs_0_1,03,Muni
Western Springs,2016,221089366.79509133,218377381.939603,238229389.67635718,0.09090688587083018,VILLAGE OF WESTERN SPRINGS,031300000,7380519,MUNICIPALITY/TOWNSHIP,"c(""MUNI"", ""LIBRARY"")",619757713,South,2,0,0,NA,1,Western Springs_0_1,03,Muni
Western Springs,2017,259886081.61474332,259886081.61474332,259886081.61474332,0,VILLAGE OF WESTERN SPRINGS,031300000,8016031,MUNICIPALITY/TOWNSHIP,"c(""MUNI"", ""LIBRARY"")",769964494,South,2,1,0,NA,1,Western Springs_0_1,03,Muni
Western Springs,2018,258598838.16001925,259886081.61474332,260516564.07949296,0.00242599550092204,VILLAGE OF WESTERN SPRINGS,031300000,8563579,MUNICIPALITY/TOWNSHIP,"c(""MUNI"", ""LIBRARY"")",752755358,South,2,0,0,NA,1,Western Springs_0_1,03,Muni
Western Springs,2019,257876895.0617284,259886081.61474332,260832378.66051978,0.0036411994051273044,VILLAGE OF WESTERN SPRINGS,031300000,9033491,MUNICIPALITY/TOWNSHIP,"c(""MUNI"", ""LIBRARY"")",751969026,South,2,0,0,NA,1,Western Springs_0_1,03,Muni
Western Springs,2020,261782121.36253646,261782121.36253646,261782121.36253646,0,VILLAGE OF WESTERN SPRINGS,031300000,9299557,MUNICIPALITY/TOWNSHIP,"c(""MUNI"", ""LIBRARY"")",843828490,South,2,1,0,NA,1,Western Springs_0_1,03,Muni
Western Springs,2021,260429348.91930595,261782121.36253646,284103190.8881089,0.08526582873343158,VILLAGE OF WESTERN SPRINGS,031300000,9703483,MUNICIPALITY/TOWNSHIP,"c(""MUNI"", ""LIBRARY"")",781991206,South,2,0,0,NA,1,Western Springs_0_1,03,Muni
Western Springs,2022,262698796.04610595,261782121.36253646,295967603.4636469,0.13058753563146386,VILLAGE OF WESTERN SPRINGS,031300000,10214908,MUNICIPALITY/TOWNSHIP,"c(""MUNI"", ""LIBRARY"")",768052470,South,2,0,0,NA,1,Western Springs_0_1,03,Muni
Western Springs,2023,334617283.42671484,334617283.42671484,334617283.42671484,0,VILLAGE OF WESTERN SPRINGS,031300000,10741220,MUNICIPALITY/TOWNSHIP,"c(""MUNI"", ""LIBRARY"")",1009306112,South,2,1,0,NA,1,Western Springs_0_1,03,Muni
Wheeling,2006,429753001.5511893,NA,NA,NA,VILLAGE OF WHEELING,031310000,83184984,"c(""MUNICIPALITY/TOWNSHIP"", ""SCHOOL"")","c(""MUNI"", ""ELEMENTARY"")",1643142042,North,2,0,1,NA,1,Wheeling_1_1,03,Muni
Wheeling,2007,467561003.551461,467561003.551461,467561003.551461,0,VILLAGE OF WHEELING,031310000,85640387,"c(""MUNICIPALITY/TOWNSHIP"", ""SCHOOL"")","c(""MUNI"", ""ELEMENTARY"")",1882837808,North,2,1,1,NA,1,Wheeling_1_1,03,Muni
Wheeling,2008,458823372.05398506,467561003.551461,432456661.7015711,-0.0750797042166631,VILLAGE OF WHEELING,031310000,90028189,"c(""MUNICIPALITY/TOWNSHIP"", ""SCHOOL"")","c(""MUNI"", ""ELEMENTARY"")",1957120352,North,2,0,1,NA,1,Wheeling_1_1,03,Muni
Wheeling,2009,399502558.97451115,467561003.551461,415905579.12488526,-0.11047847026209567,VILLAGE OF WHEELING,031310000,91317038,"c(""MUNICIPALITY/TOWNSHIP"", ""SCHOOL"")","c(""MUNI"", ""ELEMENTARY"")",1937006455,North,2,0,1,NA,1,Wheeling_1_1,03,Muni
Wheeling,2010,369956966.969697,369956966.969697,369956966.969697,0,VILLAGE OF WHEELING,031310000,94653571,"c(""MUNICIPALITY/TOWNSHIP"", ""SCHOOL"")","c(""MUNI"", ""ELEMENTARY"")",1757642671.5,North,2,1,1,NA,1,Wheeling_1_1,03,Muni
Wheeling,2011,364591608.42927355,369956966.969697,349871032.679891,-0.05429262342139163,VILLAGE OF WHEELING,031310000,96142582,"c(""MUNICIPALITY/TOWNSHIP"", ""SCHOOL"")","c(""MUNI"", ""ELEMENTARY"")",1567733007,North,2,0,1,NA,1,Wheeling_1_1,03,Muni
Wheeling,2012,353693774.2372398,369956966.969697,340240787.7051899,-0.08032334005738873,VILLAGE OF WHEELING,031310000,96310067,"c(""MUNICIPALITY/TOWNSHIP"", ""SCHOOL"")","c(""MUNI"", ""ELEMENTARY"")",1431334038.5,North,2,0,1,NA,1,Wheeling_1_1,03,Muni
Wheeling,2013,312911511.21295214,312911511.21295214,312911511.21295214,0,VILLAGE OF WHEELING,031310000,88018662,"c(""MUNICIPALITY/TOWNSHIP"", ""SCHOOL"")","c(""MUNI"", ""ELEMENTARY"")",1204988379,North,2,1,1,NA,1,Wheeling_1_1,03,Muni
Wheeling,2014,312722788.31688255,312911511.21295214,319716158.62237245,0.0217462354869693,VILLAGE OF WHEELING,031310000,99805568,"c(""MUNICIPALITY/TOWNSHIP"", ""SCHOOL"")","c(""MUNI"", ""ELEMENTARY"")",1228047888.5,North,2,0,1,NA,1,Wheeling_1_1,03,Muni
Wheeling,2015,311491238.89825743,312911511.21295214,323173773.6296008,0.03279605271429187,VILLAGE OF WHEELING,031310000,102131781,"c(""MUNICIPALITY/TOWNSHIP"", ""SCHOOL"")","c(""MUNI"", ""ELEMENTARY"")",1195163167,North,2,0,1,NA,1,Wheeling_1_1,03,Muni
Wheeling,2016,333772597.7454338,333772597.7454338,333772597.7454338,0,VILLAGE OF WHEELING,031310000,104240627,"c(""MUNICIPALITY/TOWNSHIP"", ""SCHOOL"")","c(""MUNI"", ""ELEMENTARY"")",1367406925.5,North,2,1,1,NA,1,Wheeling_1_1,03,Muni
Wheeling,2017,321117041.8874675,333772597.7454338,348633178.42761356,0.04452306984623644,VILLAGE OF WHEELING,031310000,106863333,"c(""MUNICIPALITY/TOWNSHIP"", ""SCHOOL"")","c(""MUNI"", ""ELEMENTARY"")",1383923307.5,North,2,0,1,NA,1,Wheeling_1_1,03,Muni
Wheeling,2018,321559005.11869186,333772597.7454338,356309772.2068858,0.06752254263437463,VILLAGE OF WHEELING,031310000,111102119,"c(""MUNICIPALITY/TOWNSHIP"", ""SCHOOL"")","c(""MUNI"", ""ELEMENTARY"")",1367587153,North,2,0,1,NA,1,Wheeling_1_1,03,Muni
Wheeling,2019,380368713.99176955,380368713.99176955,380368713.99176955,0,VILLAGE OF WHEELING,031310000,115484702,"c(""MUNICIPALITY/TOWNSHIP"", ""SCHOOL"")","c(""MUNI"", ""ELEMENTARY"")",1603166979.5,North,2,1,1,NA,1,Wheeling_1_1,03,Muni
Wheeling,2020,352902520.94062173,380368713.99176955,398091099.7175382,0.04659264832741239,VILLAGE OF WHEELING,031310000,119035075,"c(""MUNICIPALITY/TOWNSHIP"", ""SCHOOL"")","c(""MUNI"", ""ELEMENTARY"")",1657042131,North,2,0,1,NA,1,Wheeling_1_1,03,Muni
Wheeling,2021,353131267.85892695,380368713.99176955,407259578.9051834,0.07069683684341,VILLAGE OF WHEELING,031310000,122423796,"c(""MUNICIPALITY/TOWNSHIP"", ""SCHOOL"")","c(""MUNI"", ""ELEMENTARY"")",1538519520,North,2,0,1,NA,1,Wheeling_1_1,03,Muni
Wheeling,2022,436051542.90795904,436051542.90795904,436051542.90795904,0,VILLAGE OF WHEELING,031310000,127913865,"c(""MUNICIPALITY/TOWNSHIP"", ""SCHOOL"")","c(""MUNI"", ""ELEMENTARY"")",1828858985,North,2,1,1,NA,1,Wheeling_1_1,03,Muni
Wheeling,2023,431882409.2431124,436051542.90795904,NA,NA,VILLAGE OF WHEELING,031310000,133419860,"c(""MUNICIPALITY/TOWNSHIP"", ""SCHOOL"")","c(""MUNI"", ""ELEMENTARY"")",1873268373.5,North,2,0,1,NA,1,Wheeling_1_1,03,Muni
Willow Springs,2006,72077722.33712514,NA,NA,NA,VILLAGE OF WILLOW SPRINGS,031320000,1943551,MUNICIPALITY/TOWNSHIP,MUNI,195157641,South,1,0,0,NA,0,Willow Springs_0_0,03,Muni
Willow Springs,2007,71571968.07201378,NA,NA,NA,VILLAGE OF WILLOW SPRINGS,031320000,1819793,MUNICIPALITY/TOWNSHIP,MUNI,203543520,South,1,0,0,NA,0,Willow Springs_0_0,03,Muni
Willow Springs,2008,76343719.19693816,76343719.19693816,76343719.19693816,0,VILLAGE OF WILLOW SPRINGS,031320000,2634929,MUNICIPALITY/TOWNSHIP,MUNI,227397402,South,1,1,0,NA,0,Willow Springs_0_0,03,Muni
Willow Springs,2009,68253611.46553515,76343719.19693816,71851488.64199741,-0.05884217591433394,VILLAGE OF WILLOW SPRINGS,031320000,2003543,MUNICIPALITY/TOWNSHIP,MUNI,230021496,South,1,0,0,NA,0,Willow Springs_0_0,03,Muni
Willow Springs,2010,70386681.21212122,76343719.19693816,69705492.3206164,-0.08695184025810454,VILLAGE OF WILLOW SPRINGS,031320000,2234906,MUNICIPALITY/TOWNSHIP,MUNI,232276048,South,1,0,0,NA,0,Willow Springs_0_0,03,Muni
Willow Springs,2011,63644471.48724163,63644471.48724163,63644471.48724163,0,VILLAGE OF WILLOW SPRINGS,031320000,2441327,MUNICIPALITY/TOWNSHIP,MUNI,189062267,South,1,1,0,NA,0,Willow Springs_0_0,03,Muni
Willow Springs,2012,62957531.00940975,63644471.48724163,61928063.31938352,-0.026968692295641028,VILLAGE OF WILLOW SPRINGS,031320000,2462142,MUNICIPALITY/TOWNSHIP,MUNI,176633649,South,1,0,0,NA,0,Willow Springs_0_0,03,Muni
Willow Springs,2013,62292108.4857819,63644471.48724163,61087296.53931786,-0.04017905857598947,VILLAGE OF WILLOW SPRINGS,031320000,2425876,MUNICIPALITY/TOWNSHIP,MUNI,165827822,South,1,0,0,NA,0,Willow Springs_0_0,03,Muni
Willow Springs,2014,58632866.47341578,58632866.47341578,58632866.47341578,0,VILLAGE OF WILLOW SPRINGS,031320000,2749164,MUNICIPALITY/TOWNSHIP,MUNI,159792151,South,1,1,0,NA,0,Willow Springs_0_0,03,Muni
Willow Springs,2015,58038324.90163013,58632866.47341578,61182476.3048059,0.04348431152596155,VILLAGE OF WILLOW SPRINGS,031320000,2865083,MUNICIPALITY/TOWNSHIP,MUNI,154875270,South,1,0,0,NA,0,Willow Springs_0_0,03,Muni
Willow Springs,2016,58202856.0216895,58632866.47341578,62498560.2265413,0.0659304923268289,VILLAGE OF WILLOW SPRINGS,031320000,3094036,MUNICIPALITY/TOWNSHIP,MUNI,163154246,South,1,0,0,NA,0,Willow Springs_0_0,03,Muni
Willow Springs,2017,66619121.07199514,66619121.07199514,66619121.07199514,0,VILLAGE OF WILLOW SPRINGS,031320000,3020298,MUNICIPALITY/TOWNSHIP,MUNI,197372470,South,1,1,0,NA,0,Willow Springs_0_0,03,Muni
Willow Springs,2018,64678463.018310495,66619121.07199514,65723174.91929165,-0.01344878374686509,VILLAGE OF WILLOW SPRINGS,031320000,2888008,MUNICIPALITY/TOWNSHIP,MUNI,188272538,South,1,0,0,NA,0,Willow Springs_0_0,03,Muni
Willow Springs,2019,64041200.617283955,66619121.07199514,65279730.5422355,-0.02010519664935484,VILLAGE OF WILLOW SPRINGS,031320000,2922316,MUNICIPALITY/TOWNSHIP,MUNI,186744141,South,1,0,0,NA,0,Willow Springs_0_0,03,Muni
Willow Springs,2020,63967268.72246696,63967268.72246696,63967268.72246696,0,VILLAGE OF WILLOW SPRINGS,031320000,2523503,MUNICIPALITY/TOWNSHIP,MUNI,206192094,South,1,1,0,NA,0,Willow Springs_0_0,03,Muni
Willow Springs,2021,62475302.561028406,63967268.72246696,71341249.73289762,0.11527740917662044,VILLAGE OF WILLOW SPRINGS,031320000,2269583,MUNICIPALITY/TOWNSHIP,MUNI,187594591,South,1,0,0,NA,0,Willow Springs_0_0,03,Muni
Willow Springs,2022,64089921.33255806,63967268.72246696,75341136.2272118,0.17780761523666633,VILLAGE OF WILLOW SPRINGS,031320000,2223937,MUNICIPALITY/TOWNSHIP,MUNI,187379703,South,1,0,0,NA,0,Willow Springs_0_0,03,Muni
Willow Springs,2023,88737363.98899314,88737363.98899314,88737363.98899314,0,VILLAGE OF WILLOW SPRINGS,031320000,2242286,MUNICIPALITY/TOWNSHIP,MUNI,267658511,South,1,1,0,NA,0,Willow Springs_0_0,03,Muni
Wilmette,2006,599149324.4940169,NA,NA,NA,VILLAGE OF WILMETTE,031330000,11801600,MUNICIPALITY/TOWNSHIP,MUNI,1622256711,North,1,0,1,NA,0,Wilmette_1_0,03,Muni
Wilmette,2007,723056061.042934,723056061.042934,723056061.042934,0,VILLAGE OF WILMETTE,031330000,12272800,MUNICIPALITY/TOWNSHIP,MUNI,2056299132,North,1,1,1,NA,0,Wilmette_1_0,03,Muni
Wilmette,2008,736700186.3291479,723056061.042934,690664315.962025,-0.044798386772648247,VILLAGE OF WILMETTE,031330000,12998999,MUNICIPALITY/TOWNSHIP,MUNI,2194335175,North,1,0,1,NA,0,Wilmette_1_0,03,Muni
Wilmette,2009,690866879.6178155,723056061.042934,675016737.8958113,-0.06643927868861343,VILLAGE OF WILMETTE,031330000,13513000,MUNICIPALITY/TOWNSHIP,MUNI,2328290471,North,1,0,1,NA,0,Wilmette_1_0,03,Muni
Wilmette,2010,630169112.7272727,630169112.7272727,630169112.7272727,0,VILLAGE OF WILMETTE,031330000,14016100,MUNICIPALITY/TOWNSHIP,MUNI,2079558072,North,1,1,1,NA,0,Wilmette_1_0,03,Muni
Wilmette,2011,629478228.9773109,630169112.7272727,615166249.1125205,-0.023807678465582405,VILLAGE OF WILMETTE,031330000,14533400,MUNICIPALITY/TOWNSHIP,MUNI,1869928027,North,1,0,1,NA,0,Wilmette_1_0,03,Muni
Wilmette,2012,618526606.7864271,630169112.7272727,607799297.3464564,-0.035498114599751385,VILLAGE OF WILMETTE,031330000,15039800,MUNICIPALITY/TOWNSHIP,MUNI,1735338248,North,1,0,1,NA,0,Wilmette_1_0,03,Muni
Wilmette,2013,586223568.2356035,586223568.2356035,586223568.2356035,0,VILLAGE OF WILMETTE,031330000,15548818,MUNICIPALITY/TOWNSHIP,MUNI,1560585761,North,1,1,1,NA,0,Wilmette_1_0,03,Muni
Wilmette,2014,581342989.0287309,586223568.2356035,617841102.073152,0.05393425913036887,VILLAGE OF WILMETTE,031330000,16070450,MUNICIPALITY/TOWNSHIP,MUNI,1584334048,North,1,0,1,NA,0,Wilmette_1_0,03,Muni
Wilmette,2015,577661631.2535132,586223568.2356035,634283709.5377518,0.08198261534724405,VILLAGE OF WILMETTE,031330000,16607923,MUNICIPALITY/TOWNSHIP,MUNI,1541490063,North,1,0,1,NA,0,Wilmette_1_0,03,Muni
Wilmette,2016,686283946.9178083,686283946.9178083,686283946.9178083,0,VILLAGE OF WILMETTE,031330000,17433764,MUNICIPALITY/TOWNSHIP,MUNI,1923791160,North,1,1,1,NA,0,Wilmette_1_0,03,Muni
Wilmette,2017,662509535.8963108,686283946.9178083,693356975.7182252,0.010306271671052247,VILLAGE OF WILMETTE,031330000,18122196,MUNICIPALITY/TOWNSHIP,MUNI,1962817002,North,1,0,1,NA,0,Wilmette_1_0,03,Muni
Wilmette,2018,653561842.7290529,686283946.9178083,696920779.5518818,0.015499171562798342,VILLAGE OF WILMETTE,031330000,18620800,MUNICIPALITY/TOWNSHIP,MUNI,1902453168,North,1,0,1,NA,0,Wilmette_1_0,03,Muni
Wilmette,2019,707722474.2798355,707722474.2798355,707722474.2798355,0,VILLAGE OF WILMETTE,031330000,19549400,MUNICIPALITY/TOWNSHIP,MUNI,2063718735,North,1,1,1,NA,0,Wilmette_1_0,03,Muni
Wilmette,2020,641625819.3212136,707722474.2798355,740731681.351406,0.04664145660367791,VILLAGE OF WILMETTE,031330000,20326000,MUNICIPALITY/TOWNSHIP,MUNI,2068216666,North,1,0,1,NA,0,Wilmette_1_0,03,Muni
Wilmette,2021,637752903.3869518,707722474.2798355,757809222.5989546,0.07077173629406985,VILLAGE OF WILMETTE,031330000,20826298,MUNICIPALITY/TOWNSHIP,MUNI,1914980643,North,1,0,1,NA,0,Wilmette_1_0,03,Muni
Wilmette,2022,811440697.061942,811440697.061942,811440697.061942,0,VILLAGE OF WILMETTE,031330000,20710500,MUNICIPALITY/TOWNSHIP,MUNI,2372409166,North,1,1,1,NA,0,Wilmette_1_0,03,Muni
Wilmette,2023,800504408.7126611,811440697.061942,NA,NA,VILLAGE OF WILMETTE,031330000,21319300,MUNICIPALITY/TOWNSHIP,MUNI,2414561448,North,1,0,1,NA,0,Wilmette_1_0,03,Muni
Winnetka,2006,444317553.1836313,NA,NA,NA,VILLAGE OF WINNETKA,031340000,11435181,MUNICIPALITY/TOWNSHIP,MUNI,1203034207,North,1,0,1,NA,0,Winnetka_1_0,03,Muni
Winnetka,2007,588114972.0454305,588114972.0454305,588114972.0454305,0,VILLAGE OF WINNETKA,031340000,11972591,MUNICIPALITY/TOWNSHIP,MUNI,1672540169,North,1,1,1,NA,0,Winnetka_1_0,03,Muni
Winnetka,2008,593473426.1062244,588114972.0454305,552096714.7953753,-0.06124356454450697,VILLAGE OF WINNETKA,031340000,12535305,MUNICIPALITY/TOWNSHIP,MUNI,1767719947,North,1,0,1,NA,0,Winnetka_1_0,03,Muni
Winnetka,2009,555413575.5615561,588114972.0454305,534923437.19142634,-0.09044410937032776,VILLAGE OF WINNETKA,031340000,12748404,MUNICIPALITY/TOWNSHIP,MUNI,1871799291,North,1,0,1,NA,0,Winnetka_1_0,03,Muni
Winnetka,2010,486542763.3333334,486542763.3333334,486542763.3333334,0,VILLAGE OF WINNETKA,031340000,13105359,MUNICIPALITY/TOWNSHIP,MUNI,1605591119,North,1,1,1,NA,0,Winnetka_1_0,03,Muni
Winnetka,2011,484836090.3521174,486542763.3333334,477482000.95257336,-0.018622746166614856,VILLAGE OF WINNETKA,031340000,13472400,MUNICIPALITY/TOWNSHIP,MUNI,1440254090,North,1,0,1,NA,0,Winnetka_1_0,03,Muni
Winnetka,2012,476760592.3866553,486542763.3333334,473015093.64665496,-0.02780366024560621,VILLAGE OF WINNETKA,031340000,13875587,MUNICIPALITY/TOWNSHIP,MUNI,1337599518,North,1,0,1,NA,0,Winnetka_1_0,03,Muni
Winnetka,2013,459863542.6918598,459863542.6918598,459863542.6918598,0,VILLAGE OF WINNETKA,031340000,14222477,MUNICIPALITY/TOWNSHIP,MUNI,1224202737,North,1,1,1,NA,0,Winnetka_1_0,03,Muni
Winnetka,2014,454830289.5094118,459863542.6918598,477254309.8327183,0.037817233866942024,VILLAGE OF WINNETKA,031340000,14302483,MUNICIPALITY/TOWNSHIP,MUNI,1239548988,North,1,0,1,NA,0,Winnetka_1_0,03,Muni
Winnetka,2015,449404369.1212292,459863542.6918598,486194787.09984505,0.057258821288272976,VILLAGE OF WINNETKA,031340000,14416903,MUNICIPALITY/TOWNSHIP,MUNI,1199235559,North,1,0,1,NA,0,Winnetka_1_0,03,Muni
Winnetka,2016,514033727.52568495,514033727.52568495,514033727.52568495,0,VILLAGE OF WINNETKA,031340000,14589906,MUNICIPALITY/TOWNSHIP,MUNI,1440939345,North,1,1,1,NA,0,Winnetka_1_0,03,Muni
Winnetka,2017,499478828.77105343,514033727.52568495,513616822.6769498,-8.110457085023226e-4,VILLAGE OF WINNETKA,031340000,14706625,MUNICIPALITY/TOWNSHIP,MUNI,1479805926,North,1,0,1,NA,0,Winnetka_1_0,03,Muni
Winnetka,2018,490798329.03912884,514033727.52568495,513408497.0680604,-0.0012163218562215583,VILLAGE OF WINNETKA,031340000,14838985,MUNICIPALITY/TOWNSHIP,MUNI,1428664856,North,1,0,1,NA,0,Winnetka_1_0,03,Muni
Winnetka,2019,512784027.0919067,512784027.0919067,512784027.0919067,0,VILLAGE OF WINNETKA,031340000,15047473,MUNICIPALITY/TOWNSHIP,MUNI,1495278223,North,1,1,1,NA,0,Winnetka_1_0,03,Muni
Winnetka,2020,459273651.11373085,512784027.0919067,541111209.5612454,0.05524193612267414,VILLAGE OF WINNETKA,031340000,15161834,MUNICIPALITY/TOWNSHIP,MUNI,1480422687,North,1,0,1,NA,0,Winnetka_1_0,03,Muni
Winnetka,2021,454320644.420022,512784027.0919067,555856325.0474197,0.08399695715910638,VILLAGE OF WINNETKA,031340000,15236127,MUNICIPALITY/TOWNSHIP,MUNI,1364188599,North,1,0,1,NA,0,Winnetka_1_0,03,Muni
Winnetka,2022,602546564.969046,602546564.969046,602546564.969046,0,VILLAGE OF WINNETKA,031340000,15309260,MUNICIPALITY/TOWNSHIP,MUNI,1761665392,North,1,1,1,NA,0,Winnetka_1_0,03,Muni
Winnetka,2023,587163060.7035109,602546564.969046,NA,NA,VILLAGE OF WINNETKA,031340000,15758177,MUNICIPALITY/TOWNSHIP,MUNI,1771059940,North,1,0,1,NA,0,Winnetka_1_0,03,Muni
Worth,2006,65546124.98153347,NA,NA,NA,VILLAGE OF WORTH,031350000,2782835,MUNICIPALITY/TOWNSHIP,MUNI,177472688,South,1,0,0,NA,0,Worth_0_0,03,Muni
Worth,2007,65618397.622982524,NA,NA,NA,VILLAGE OF WORTH,031350000,2355757,MUNICIPALITY/TOWNSHIP,MUNI,186612161,South,1,0,0,NA,0,Worth_0_0,03,Muni
Worth,2008,70546978.11052172,70546978.11052172,70546978.11052172,0,VILLAGE OF WORTH,031350000,2479006,MUNICIPALITY/TOWNSHIP,MUNI,210131229,South,1,1,0,NA,0,Worth_0_0,03,Muni
Worth,2009,64025809.91661969,70546978.11052172,66659464.925342724,-0.0551053112308888,VILLAGE OF WORTH,031350000,2925022,MUNICIPALITY/TOWNSHIP,MUNI,215773382,South,1,0,0,NA,0,Worth_0_0,03,Muni
Worth,2010,65535737.57575758,70546978.11052172,64796795.29736321,-0.0815085630478749,VILLAGE OF WORTH,031350000,2995393,MUNICIPALITY/TOWNSHIP,MUNI,216267934,South,1,0,0,NA,0,Worth_0_0,03,Muni
Worth,2011,59515301.62256783,59515301.62256783,59515301.62256783,0,VILLAGE OF WORTH,031350000,3040879,MUNICIPALITY/TOWNSHIP,MUNI,176796155,South,1,1,0,NA,0,Worth_0_0,03,Muni
Worth,2012,56729016.25320787,59515301.62256783,56051793.44156426,-0.058195255448226235,VILLAGE OF WORTH,031350000,3118021,MUNICIPALITY/TOWNSHIP,MUNI,159158928,South,1,0,0,NA,0,Worth_0_0,03,Muni
Worth,2013,55380962.773750044,59515301.62256783,54396373.849465966,-0.086010280273213,VILLAGE OF WORTH,031350000,3163226,MUNICIPALITY/TOWNSHIP,MUNI,147429661,South,1,0,0,NA,0,Worth_0_0,03,Muni
Worth,2014,49717726.48882692,49717726.48882692,49717726.48882692,0,VILLAGE OF WORTH,031350000,3212447,MUNICIPALITY/TOWNSHIP,MUNI,135495720,South,1,1,0,NA,0,Worth_0_0,03,Muni
Worth,2015,49528915.49559678,49717726.48882692,51287068.13054137,0.03156503228415164,VILLAGE OF WORTH,031350000,3260792,MUNICIPALITY/TOWNSHIP,MUNI,132167911,South,1,0,0,NA,0,Worth_0_0,03,Muni
Worth,2016,48925000.71347032,49717726.48882692,52090218.484116755,0.04771923743984963,VILLAGE OF WORTH,031350000,3277498,MUNICIPALITY/TOWNSHIP,MUNI,137146562,South,1,0,0,NA,0,Worth_0_0,03,Muni
Worth,2017,54575923.98825396,54575923.98825396,54575923.98825396,0,VILLAGE OF WORTH,031350000,3300559,MUNICIPALITY/TOWNSHIP,MUNI,161692090,South,1,1,0,NA,0,Worth_0_0,03,Muni
Worth,2018,53389371.67199148,54575923.98825396,55998810.491840966,0.026071688752227873,VILLAGE OF WORTH,031350000,3372327,MUNICIPALITY/TOWNSHIP,MUNI,155411122,South,1,0,0,NA,0,Worth_0_0,03,Muni
Worth,2019,53186990.397805214,54575923.98825396,56724105.27338891,0.03936133606454906,VILLAGE OF WORTH,031350000,3442876,MUNICIPALITY/TOWNSHIP,MUNI,155093264,South,1,0,0,NA,0,Worth_0_0,03,Muni
Worth,2020,58956841.844015636,58956841.844015636,58956841.844015636,0,VILLAGE OF WORTH,031350000,3509843,MUNICIPALITY/TOWNSHIP,MUNI,190041484,South,1,1,0,NA,0,Worth_0_0,03,Muni
Worth,2021,57524571.219236024,58956841.844015636,63713367.89466574,0.08067810116482543,VILLAGE OF WORTH,031350000,3585921,MUNICIPALITY/TOWNSHIP,MUNI,172729030,South,1,0,0,NA,0,Worth_0_0,03,Muni
Worth,2022,58309891.917775415,58956841.844015636,66233657.51375795,0.1234261443140876,VILLAGE OF WORTH,031350000,3794085,MUNICIPALITY/TOWNSHIP,MUNI,170480631,South,1,0,0,NA,0,Worth_0_0,03,Muni
Worth,2023,74408622.48450087,74408622.48450087,74408622.48450087,0,VILLAGE OF WORTH,031350000,3910628,MUNICIPALITY/TOWNSHIP,MUNI,224438728,South,1,1,0,NA,0,Worth_0_0,03,Muni
Westchester Park District,2006,209683606.88432562,NA,NA,NA,WESTCHESTER PARK DISTRICT,051050000,1582706,MISCELLANEOUS,PARK,567739334,South,1,0,0,NA,0,Westchester Park District_0_0,05,Other
Westchester Park District,2007,212172693.8359295,NA,NA,NA,WESTCHESTER PARK DISTRICT,051050000,1914023,MISCELLANEOUS,PARK,603397924,South,1,0,0,NA,0,Westchester Park District_0_0,05,Other
